volume,issue,year,doi,title,article_url,pdf_url
12,4,2017,10.1007/s11412-017-9264-8,Developing &amp; using interaction geography in a museum,https://link.springer.com/article/10.1007/s11412-017-9264-8,https://link.springer.com/content/pdf/10.1007/s11412-017-9264-8.pdf
12,4,2017,10.1007/s11412-017-9266-6,“I think you just got mixed up”: confident peer tutors hedge to support partners’ face needs,https://link.springer.com/article/10.1007/s11412-017-9266-6,https://link.springer.com/content/pdf/10.1007/s11412-017-9266-6.pdf
12,4,2017,10.1007/s11412-017-9267-5,Visions of CSCL: eight provocations for the future of the field,https://link.springer.com/article/10.1007/s11412-017-9267-5,https://link.springer.com/content/pdf/10.1007/s11412-017-9267-5.pdf
13,1,2018,10.1007/s11412-018-9271-4,Using technological functions on a multi-touch table and their affordances to counteract biases and foster collaborative problem solving,https://link.springer.com/article/10.1007/s11412-018-9271-4,https://link.springer.com/content/pdf/10.1007/s11412-018-9271-4.pdf
13,1,2018,10.1007/s11412-018-9269-y,Exploring college English language learners’ self and social regulation of learning during wiki-supported collaborative reading activities,https://link.springer.com/article/10.1007/s11412-018-9269-y,https://link.springer.com/content/pdf/10.1007/s11412-018-9269-y.pdf
13,1,2018,10.1007/s11412-018-9270-5,Learning to monitor and regulate collective thinking processes,https://link.springer.com/article/10.1007/s11412-018-9270-5,https://link.springer.com/content/pdf/10.1007/s11412-018-9270-5.pdf
13,1,2018,10.1007/s11412-018-9272-3,Connecting levels of activity with classroom network technology,https://link.springer.com/article/10.1007/s11412-018-9272-3,https://link.springer.com/content/pdf/10.1007/s11412-018-9272-3.pdf
13,1,2018,10.1007/s11412-018-9273-2,One framework to rule them all? Carrying forward the conversation started by Wise and Schwarz,https://link.springer.com/article/10.1007/s11412-018-9273-2,https://link.springer.com/content/pdf/10.1007/s11412-018-9273-2.pdf
13,2,2018,10.1007/s11412-018-9275-0,Community technology mapping: inscribing places when “everything is on the move”,https://link.springer.com/article/10.1007/s11412-018-9275-0,https://link.springer.com/content/pdf/10.1007/s11412-018-9275-0.pdf
13,2,2018,10.1007/s11412-018-9278-x,Learning through collaborative design of location-based games,https://link.springer.com/article/10.1007/s11412-018-9278-x,https://link.springer.com/content/pdf/10.1007/s11412-018-9278-x.pdf
13,2,2018,10.1007/s11412-018-9276-z,Orchestrating the emergence of conceptual learning: a case study in a geometry class,https://link.springer.com/article/10.1007/s11412-018-9276-z,https://link.springer.com/content/pdf/10.1007/s11412-018-9276-z.pdf
13,3,2018,10.1007/s11412-018-9281-2,Leveraging mobile eye-trackers to capture joint visual attention in co-located collaborative learning groups,https://link.springer.com/article/10.1007/s11412-018-9281-2,https://link.springer.com/content/pdf/10.1007/s11412-018-9281-2.pdf
13,3,2018,10.1007/s11412-018-9282-1,Why and how do middle school students exchange ideas during science inquiry?,https://link.springer.com/article/10.1007/s11412-018-9282-1,https://link.springer.com/content/pdf/10.1007/s11412-018-9282-1.pdf
13,3,2018,10.1007/s11412-018-9279-9,Challenges in online collaboration: effects of scripting shared task perceptions,https://link.springer.com/article/10.1007/s11412-018-9279-9,https://link.springer.com/content/pdf/10.1007/s11412-018-9279-9.pdf
13,3,2018,10.1007/s11412-018-9283-0,Comparing effects of two collaboration scripts on learning activities for wiki-based environments,https://link.springer.com/article/10.1007/s11412-018-9283-0,https://link.springer.com/content/pdf/10.1007/s11412-018-9283-0.pdf
13,4,2018,10.1007/s11412-018-9290-1,Students’ engagement with real-time graphs in CSCL settings: scrutinizing the role of teacher support,https://link.springer.com/article/10.1007/s11412-018-9290-1,https://link.springer.com/content/pdf/10.1007/s11412-018-9290-1.pdf
13,4,2018,10.1007/s11412-018-9292-z,When coding-and-counting is not enough: using epistemic network analysis (ENA) to analyze verbal data in CSCL research,https://link.springer.com/article/10.1007/s11412-018-9292-z,https://link.springer.com/content/pdf/10.1007/s11412-018-9292-z.pdf
13,4,2018,10.1007/s11412-018-9287-9,The opportunities of networks of research-practice partnerships and why CSCL should not give up on large-scale educational change,https://link.springer.com/article/10.1007/s11412-018-9287-9,https://link.springer.com/content/pdf/10.1007/s11412-018-9287-9.pdf
14,1,2019,10.1007/s11412-018-9293-y,Providing different types of group awareness information to guide collaborative learning,https://link.springer.com/article/10.1007/s11412-018-9293-y,https://link.springer.com/content/pdf/10.1007/s11412-018-9293-y.pdf
14,1,2019,10.1007/s11412-019-09294-2,Instrumental genesis in the design studio,https://link.springer.com/article/10.1007/s11412-019-09294-2,https://link.springer.com/content/pdf/10.1007/s11412-019-09294-2.pdf
14,1,2019,10.1007/s11412-019-09295-1,Imagining with improvised representations in CSCL environments,https://link.springer.com/article/10.1007/s11412-019-09295-1,https://link.springer.com/content/pdf/10.1007/s11412-019-09295-1.pdf
14,2,2019,10.1007/s11412-019-09300-7,Conceptualizing the designs of authentic computer-supported collaborative learning environments in schools,https://link.springer.com/article/10.1007/s11412-019-09300-7,https://link.springer.com/content/pdf/10.1007/s11412-019-09300-7.pdf
14,2,2019,10.1007/s11412-019-09304-3,Deliberative emotional talk,https://link.springer.com/article/10.1007/s11412-019-09304-3,https://link.springer.com/content/pdf/10.1007/s11412-019-09304-3.pdf
14,2,2019,10.1007/s11412-019-09301-6,Towards a micro-ecological approach to CSCL,https://link.springer.com/article/10.1007/s11412-019-09301-6,https://link.springer.com/content/pdf/10.1007/s11412-019-09301-6.pdf
14,2,2019,10.1007/s11412-019-09302-5,Learners’ agency and CSCL technologies: towards an emancipatory perspective,https://link.springer.com/article/10.1007/s11412-019-09302-5,https://link.springer.com/content/pdf/10.1007/s11412-019-09302-5.pdf
14,3,2019,10.1007/s11412-019-09298-y,Guiding collaborative revision of science explanations,https://link.springer.com/article/10.1007/s11412-019-09298-y,https://link.springer.com/content/pdf/10.1007/s11412-019-09298-y.pdf
14,3,2019,10.1007/s11412-019-09306-1,Supporting classroom orchestration with real-time feedback: A role for teacher dashboards and real-time agents,https://link.springer.com/article/10.1007/s11412-019-09306-1,https://link.springer.com/content/pdf/10.1007/s11412-019-09306-1.pdf
14,3,2019,10.1007/s11412-019-09307-0,It is not either or: An initial investigation into combining collaborative and individual learning using an ITS,https://link.springer.com/article/10.1007/s11412-019-09307-0,https://link.springer.com/content/pdf/10.1007/s11412-019-09307-0.pdf
14,3,2019,10.1007/s11412-019-09308-z,A handheld classroom dashboard: Teachers’ perspectives on the use of real-time collaborative learning analytics,https://link.springer.com/article/10.1007/s11412-019-09308-z,https://link.springer.com/content/pdf/10.1007/s11412-019-09308-z.pdf
14,4,2019,10.1007/s11412-019-09309-y,Cohesion in online environments,https://link.springer.com/article/10.1007/s11412-019-09309-y,https://link.springer.com/content/pdf/10.1007/s11412-019-09309-y.pdf
15,1,2020,10.1007/s11412-020-09317-3,Learning in embodied activity framework: a sociocultural framework for embodied cognition,https://link.springer.com/article/10.1007/s11412-020-09317-3,https://link.springer.com/content/pdf/10.1007/s11412-020-09317-3.pdf
15,1,2020,10.1007/s11412-020-09318-2,Unpacking the relationship between existing and new measures of physiological synchrony and collaborative learning: a mixed methods study,https://link.springer.com/article/10.1007/s11412-020-09318-2,https://link.springer.com/content/pdf/10.1007/s11412-020-09318-2.pdf
15,1,2020,10.1007/s11412-020-09315-5,Distributed spatial Sensemaking on the augmented reality sandbox,https://link.springer.com/article/10.1007/s11412-020-09315-5,https://link.springer.com/content/pdf/10.1007/s11412-020-09315-5.pdf
15,2,2020,10.1007/s11412-020-09323-5,"Regulating self-organized collaborative learning: the importance of homogeneous problem perception, immediacy and intensity of strategy use",https://link.springer.com/article/10.1007/s11412-020-09323-5,https://link.springer.com/content/pdf/10.1007/s11412-020-09323-5.pdf
15,2,2020,10.1007/s11412-020-09321-7,Talking about group (but not individual) process aids group performance,https://link.springer.com/article/10.1007/s11412-020-09321-7,https://link.springer.com/content/pdf/10.1007/s11412-020-09321-7.pdf
15,2,2020,10.1007/s11412-020-09320-8,Does collaborative learning design align with enactment? An innovative method of evaluating the alignment in the CSCL context,https://link.springer.com/article/10.1007/s11412-020-09320-8,https://link.springer.com/content/pdf/10.1007/s11412-020-09320-8.pdf
15,3,2020,10.1007/s11412-020-09327-1,Data wrangling practices and collaborative interactions with aggregated data,https://link.springer.com/article/10.1007/s11412-020-09327-1,https://link.springer.com/content/pdf/10.1007/s11412-020-09327-1.pdf
15,3,2020,10.1007/s11412-020-09328-0,Dialogic intervisualizing in multimodal inquiry,https://link.springer.com/article/10.1007/s11412-020-09328-0,https://link.springer.com/content/pdf/10.1007/s11412-020-09328-0.pdf
15,3,2020,10.1007/s11412-020-09326-2,Encouraging collaboration and building Community in Online Asynchronous Professional Development: designing for social capital,https://link.springer.com/article/10.1007/s11412-020-09326-2,https://link.springer.com/content/pdf/10.1007/s11412-020-09326-2.pdf
15,3,2020,10.1007/s11412-020-09325-3,Finding a place for equity in CSCL: ambitious learning practices as a lever for sustained educational change,https://link.springer.com/article/10.1007/s11412-020-09325-3,https://link.springer.com/content/pdf/10.1007/s11412-020-09325-3.pdf
15,4,2020,10.1007/s11412-020-09332-4,Give student ideas a larger stage: support cross-community interaction for knowledge building,https://link.springer.com/article/10.1007/s11412-020-09332-4,https://link.springer.com/content/pdf/10.1007/s11412-020-09332-4.pdf
15,4,2020,10.1007/s11412-020-09336-0,A review of the International Handbook of Computer-Supported Collaborative Learning 2021,https://link.springer.com/article/10.1007/s11412-020-09336-0,https://link.springer.com/content/pdf/10.1007/s11412-020-09336-0.pdf
16,1,2021,10.1007/s11412-021-09338-6,The spiral model of collaborative knowledge improvement: an exploratory study of a networked collaborative classroom,https://link.springer.com/article/10.1007/s11412-021-09338-6,https://link.springer.com/content/pdf/10.1007/s11412-021-09338-6.pdf
16,1,2021,10.1007/s11412-021-09339-5,Capturing regulatory patterns in online collaborative learning: A network analytic approach,https://link.springer.com/article/10.1007/s11412-021-09339-5,https://link.springer.com/content/pdf/10.1007/s11412-021-09339-5.pdf
16,1,2021,10.1007/s11412-021-09341-x,Affording embodied cognition through touchscreen and above-the-surface gestures during collaborative tabletop science learning,https://link.springer.com/article/10.1007/s11412-021-09341-x,https://link.springer.com/content/pdf/10.1007/s11412-021-09341-x.pdf
16,2,2021,10.1007/s11412-021-09343-9,Net.Create: Network Visualization to Support Collaborative Historical Knowledge Building,https://link.springer.com/article/10.1007/s11412-021-09343-9,https://link.springer.com/content/pdf/10.1007/s11412-021-09343-9.pdf
16,2,2021,10.1007/s11412-021-09344-8,Social sensitivity: a manifesto for CSCL research,https://link.springer.com/article/10.1007/s11412-021-09344-8,https://link.springer.com/content/pdf/10.1007/s11412-021-09344-8.pdf
16,3,2021,10.1007/s11412-021-09349-3,Prompting collaborative and exploratory discourse: An epistemic network analysis study,https://link.springer.com/article/10.1007/s11412-021-09349-3,https://link.springer.com/content/pdf/10.1007/s11412-021-09349-3.pdf
16,3,2021,10.1007/s11412-021-09350-w,The impact of a gamified mobile question-asking app on museum visitor group interactions: an ICAP framing,https://link.springer.com/article/10.1007/s11412-021-09350-w,https://link.springer.com/content/pdf/10.1007/s11412-021-09350-w.pdf
16,3,2021,10.1007/s11412-021-09353-7,Agency to transform: how did a grade 5 community co-configure dynamic knowledge building practices in a yearlong science inquiry?,https://link.springer.com/article/10.1007/s11412-021-09353-7,https://link.springer.com/content/pdf/10.1007/s11412-021-09353-7.pdf
16,4,2021,10.1007/s11412-021-09355-5,The trade-off between individuals and groups: role interactions under different technology affordance conditions,https://link.springer.com/article/10.1007/s11412-021-09355-5,https://link.springer.com/content/pdf/10.1007/s11412-021-09355-5.pdf
16,4,2021,10.1007/s11412-021-09359-1,Educational dialogues and computer supported collaborative learning: critical analysis and research perspectives,https://link.springer.com/article/10.1007/s11412-021-09359-1,https://link.springer.com/content/pdf/10.1007/s11412-021-09359-1.pdf
17,1,2022,10.1007/s11412-022-09366-w,Supporting children’s place-based observations and explanations using collaboration scripts while learning-on-the-move outdoors,https://link.springer.com/article/10.1007/s11412-022-09366-w,https://link.springer.com/content/pdf/10.1007/s11412-022-09366-w.pdf
17,1,2022,10.1007/s11412-022-09362-0,Integrating a collaboration script and group awareness to support group regulation and emotions towards collaborative problem solving,https://link.springer.com/article/10.1007/s11412-022-09362-0,https://link.springer.com/content/pdf/10.1007/s11412-022-09362-0.pdf
17,2,2022,10.1007/s11412-022-09370-0,A classification of Challenges encountered in Complex Teamwork Settings,https://link.springer.com/article/10.1007/s11412-022-09370-0,https://link.springer.com/content/pdf/10.1007/s11412-022-09370-0.pdf
17,2,2022,10.1007/s11412-022-09371-z,Cross-community knowledge building with idea thread mapper,https://link.springer.com/article/10.1007/s11412-022-09371-z,https://link.springer.com/content/pdf/10.1007/s11412-022-09371-z.pdf
17,3,2022,10.1007/s11412-022-09376-8,Fostering growth orientations in students’ identities as knowledge builders,https://link.springer.com/article/10.1007/s11412-022-09376-8,https://link.springer.com/content/pdf/10.1007/s11412-022-09376-8.pdf
17,3,2022,10.1007/s11412-022-09375-9,Shared meaning-making in online intergroup discussions around sensitive topics,https://link.springer.com/article/10.1007/s11412-022-09375-9,https://link.springer.com/content/pdf/10.1007/s11412-022-09375-9.pdf
17,3,2022,10.1007/s11412-022-09374-w,iTalk–iSee: A participatory visual learning analytical tool for productive peer talk,https://link.springer.com/article/10.1007/s11412-022-09374-w,https://link.springer.com/content/pdf/10.1007/s11412-022-09374-w.pdf
17,3,2022,10.1007/s11412-022-09377-7,Implementing learning analytics in wiki-supported collaborative learning in secondary education: A framework-motivated empirical study,https://link.springer.com/article/10.1007/s11412-022-09377-7,https://link.springer.com/content/pdf/10.1007/s11412-022-09377-7.pdf
17,4,2022,10.1007/s11412-022-09381-x,The impact of scripts on blended and online socially shared regulation of learning: A role-playing game theory perspective,https://link.springer.com/article/10.1007/s11412-022-09381-x,https://link.springer.com/content/pdf/10.1007/s11412-022-09381-x.pdf
17,4,2022,10.1007/s11412-022-09379-5,Emotion expression and recognition in written digital discussions on Civic Issues,https://link.springer.com/article/10.1007/s11412-022-09379-5,https://link.springer.com/content/pdf/10.1007/s11412-022-09379-5.pdf
18,1,2023,10.1007/s11412-023-09386-0,"An automated group learning engagement analysis and feedback approach to promoting collaborative knowledge building, group performance, and socially shared regulation in CSCL",https://link.springer.com/article/10.1007/s11412-023-09386-0,https://link.springer.com/content/pdf/10.1007/s11412-023-09386-0.pdf
18,1,2023,10.1007/s11412-023-09384-2,Visions of the good in computer-supported collaborative learning: unpacking the ethical dimensions of design-based research,https://link.springer.com/article/10.1007/s11412-023-09384-2,https://link.springer.com/content/pdf/10.1007/s11412-023-09384-2.pdf
18,2,2023,10.1007/s11412-023-09402-3,Common “place” observations about embodiment and CSCL,https://link.springer.com/article/10.1007/s11412-023-09402-3,https://link.springer.com/content/pdf/10.1007/s11412-023-09402-3.pdf
18,2,2023,10.1007/s11412-023-09396-y,Facilitated model-based reasoning in immersive virtual reality: Meaning-making and embodied interactions with dynamic processes,https://link.springer.com/article/10.1007/s11412-023-09396-y,https://link.springer.com/content/pdf/10.1007/s11412-023-09396-y.pdf
18,2,2023,10.1007/s11412-023-09398-w,Gesture-mediated collaboration with augmented reality headsets in a problem-based astronomy task,https://link.springer.com/article/10.1007/s11412-023-09398-w,https://link.springer.com/content/pdf/10.1007/s11412-023-09398-w.pdf
18,3,2023,10.1007/s11412-023-09403-2,Promoting knowledge building through meta-discourse and epistemic discourse understanding,https://link.springer.com/article/10.1007/s11412-023-09403-2,https://link.springer.com/content/pdf/10.1007/s11412-023-09403-2.pdf
18,3,2023,10.1007/s11412-023-09390-4,The mechanism and effect of class-wide peer feedback on conceptual knowledge improvement: Does different feedback type matter?,https://link.springer.com/article/10.1007/s11412-023-09390-4,https://link.springer.com/content/pdf/10.1007/s11412-023-09390-4.pdf
18,3,2023,10.1007/s11412-023-09401-4,Does matching peers at finer-grained levels of prior performance enhance gains in task performance from peer review?,https://link.springer.com/article/10.1007/s11412-023-09401-4,https://link.springer.com/content/pdf/10.1007/s11412-023-09401-4.pdf
18,4,2023,10.1007/s11412-023-09400-5,"Identifying collaborative problem-solver profiles based on collaborative processing time, actions and skills on a computer-based task",https://link.springer.com/article/10.1007/s11412-023-09400-5,https://link.springer.com/content/pdf/10.1007/s11412-023-09400-5.pdf
18,4,2023,10.1007/s11412-023-09405-0,Understanding the effect of differences in prior knowledge on middle school students’ collaborative interactions and learning,https://link.springer.com/article/10.1007/s11412-023-09405-0,https://link.springer.com/content/pdf/10.1007/s11412-023-09405-0.pdf
19,1,2024,10.1007/s11412-023-09416-x,Taking a stance in the process of learning: Developing perspectival understandings through knowledge co-construction during synchronous computer-mediated classroom discussion,https://link.springer.com/article/10.1007/s11412-023-09416-x,https://link.springer.com/content/pdf/10.1007/s11412-023-09416-x.pdf
19,1,2024,10.1007/s11412-024-09418-3,Effects of group awareness support in CSCL on students’ learning performance: A three-level meta-analysis,https://link.springer.com/article/10.1007/s11412-024-09418-3,https://link.springer.com/content/pdf/10.1007/s11412-024-09418-3.pdf
19,2,2024,10.1007/s11412-024-09421-8,Reflective assessment using analytics and artifacts for scaffolding knowledge building competencies among undergraduate students,https://link.springer.com/article/10.1007/s11412-024-09421-8,https://link.springer.com/content/pdf/10.1007/s11412-024-09421-8.pdf
19,4,2024,10.1007/s11412-024-09436-1,Students’ use of technological tools to engage in collective mathematical proof activity,https://link.springer.com/article/10.1007/s11412-024-09436-1,https://link.springer.com/content/pdf/10.1007/s11412-024-09436-1.pdf
19,4,2024,10.1007/s11412-024-09434-3,Comparing the effectiveness of CSCL scripts for shared task perceptions in socially shared regulation of collaborative learning,https://link.springer.com/article/10.1007/s11412-024-09434-3,https://link.springer.com/content/pdf/10.1007/s11412-024-09434-3.pdf
19,4,2024,10.1007/s11412-024-09437-0,Using generative ai as a simulation to support higher-order thinking,https://link.springer.com/article/10.1007/s11412-024-09437-0,https://link.springer.com/content/pdf/10.1007/s11412-024-09437-0.pdf
20,1,2025,10.1007/s11412-024-09429-0,"Revealing the interplay of cognitive, meta-cognitive, and social processes in university students’ collaborative problem solving: a three-stage analytical framework",https://link.springer.com/article/10.1007/s11412-024-09429-0,https://link.springer.com/content/pdf/10.1007/s11412-024-09429-0.pdf
20,1,2025,10.1007/s11412-023-09392-2,Contesting sociocomputational norms: Computer programming instructors and students’ stancetaking around refactoring,https://link.springer.com/article/10.1007/s11412-023-09392-2,https://link.springer.com/content/pdf/10.1007/s11412-023-09392-2.pdf
20,2,2025,10.1007/s11412-024-09441-4,How do new ideas come to be adopted during discourse?,https://link.springer.com/article/10.1007/s11412-024-09441-4,https://link.springer.com/content/pdf/10.1007/s11412-024-09441-4.pdf
20,3,2025,10.1007/s11412-025-09448-5,Collaborative science? Formalism and a unified language: Future directions for computer-supported collaborative learning,https://link.springer.com/article/10.1007/s11412-025-09448-5,https://link.springer.com/content/pdf/10.1007/s11412-025-09448-5.pdf
21,1,2026,10.1007/s11412-025-09457-4,"Understanding collaborative programming dynamics: The role of prior knowledge, engagement and ICAP learning modes",https://link.springer.com/article/10.1007/s11412-025-09457-4,https://link.springer.com/content/pdf/10.1007/s11412-025-09457-4.pdf
21,1,2026,10.1007/s11412-025-09458-3,A quarter century of advances in collaboration sensing: a comprehensive review of high-frequency metrics and their connection to collaborative constructs from 2000 to 2025,https://link.springer.com/article/10.1007/s11412-025-09458-3,https://link.springer.com/content/pdf/10.1007/s11412-025-09458-3.pdf
21,1,2026,10.1007/s11412-025-09453-8,How children blend feedback in a mixed-reality environment for collective embodied learning,https://link.springer.com/article/10.1007/s11412-025-09453-8,https://link.springer.com/content/pdf/10.1007/s11412-025-09453-8.pdf
21,2,2026,10.1007/s11412-026-09465-y,Co-constructing critical data literacy in families: A technology-mediated learning perspective,https://link.springer.com/article/10.1007/s11412-026-09465-y,https://link.springer.com/content/pdf/10.1007/s11412-026-09465-y.pdf
